text,rating
Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,5
Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,5
"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",5
"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",5
Tiba lebih cepat ........,5
Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,5
Sesuai pesanan.............,5
"Thxs gan, barangnya sdh sampai dgn baik.",4
OK PAS MANTAP.........,5
thanks ya boss semoga bermanfaat,5
joooooooooooooooooooooooosss,5
barang sudah sampai... thanks for seller,5
"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",5
"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",5
Good quality ... suwun y sukses slalu,5
"Respon tercepat dari semua toko yg pernah saya order, mantap",5
"Barang sesuai deskrepsi, bagus",4
"Produk sesuai foto, uji coba hasil memuaskan",5
Siiiiiiiiiippppppppppp,4
Sudah diterima dan sesuai pesanan,4
"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",5
Barang dah sampai dengan selamat,4
barang sudah sampai.....respon seller sangat responsif,4
"Ok, brg sdh sampai packing rapi.",4
Bagus mantab....agak berat...,5
Terima kasih..............,5
Barangnya mantap bro!!,4
Respon super cepet. 3 jam 30 mnt barang sdh sampai.,5
"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",5
"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",4
"Barang udah mendarat, makasih",4
Barang sesuai pesanan dan bagus,5
"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",4
Pengiriman kemarin terhambat.....,3
"packing tidak rapih, isi berantakan, semoga kualitasnya ok",4
"Barang sesuai, bagus dan murah, mantapp",5
"Mantap.........,..,..........
.",5
Ok. Susuai dengan pesansan,5
Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,5
"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",5
Biar bintang yg berbicara,5
tanks bos barang dah sampai.... sesuai harapan.....,5
Cukuppppppppppppppp.........  ..,3
sudah terima barang nya. tks~,5
trim gan barangnya sudah sampai,5
oke..................................,4
"barang ok, sesuai ekspektasi",5
barang sesuai pesanan. respon n layanan cepat,5
topp ... pesanan sesuai,5
Barang sdh sampai dengan baik,5
yoiyoiyoiyoiyoiyoiyoyiyoi,5
"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",5
Bagusssss barangnyaaaaa rekomended reseller,4
barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,5
"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",5
sip.......................................,5
t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,5
"tqqqqqqq,stepless pas, utk merk krisbow,",5
paket sudah diterima dengan baik. tks.,5
"ok gan, barang pesanan saya sudah sampai. trima kasi.",5
Makasih gan.......................,5
"Thanx gan, barang sudah d terima",5
Bagus. Dikirim cepat. Terima kasih,5
Siiiiiiiiiiiiiiiippp laahh,5
Pengiriman cepat dan barang yang dikirm mantep,5
Ssuiiiiippp....barang e josss,5
barangxa oke gan paking juga rapih..,5
sesuai.. dengan harga...,5
"brg sudah saya terima, thanks.",5
wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,5
barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi (patah semua). tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman. semoga kedepan dapat ditingkatkan lagi,3
Barang sdh sampai.. thx,4
"salah beli, untuk mollar jangan pakai yang ini :)",4
Bagus sesuai dgn deskripsi.,5
barang bagus sesuai deskripsi,5
Sesuai order semoga cocok dg  staplesnys,5
Yerima kasih.............,5
barang nya berpungsi dengan baik mantap lah pokok nya,5
Barang dan isinya sesuai pesanan,5
"Barang sesuai pesanan, dikirim dg cepat",5
"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",5
Biar bintang yg menilai,5
makasih makasih makasih makasih,5
Good..fast respon..thx gan..,5
Terimakasiihh.. Belum di cobak....,4
......................,5
"Mantap, produk sesuai ekpektasi",5
Mantaaaap. Fast dan berfungsi dengan baik. Sesuai etalase dan deskripsi. Sangat direkomendasikan utk pembeli. 👍👍👍,5
Sip....................,5
Barang sesuai pesanan dan sampai dengan selamat,5
"Barang bagus,,,dah sampai dengan selamat,,maksh",5
"respon cepat, kirim cepat, barang sudah dicoba bagus...",5
barang sesuai pesanan. tp isi steples tdk semua yg dideskripsi bs masuk.,4
"Sesuai dgn deskripsinya,bagus,cepat, dan packaging rapih👍",5
Barang bagus sesuai pesanan...,4
"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",5
Barang bagus memuaskan...,5
Barang sudah diterima dengan baik..,5
Barang oke pengiriman super cepat,5
Mantul ..............................,5
"Barang sdh diterima, packaging rapi dan berfungsi dgn baik. Thx",5
"barang bagus, hanya pengiriman telat",5
Terima kasih barang sudah mendarat,5
"Barang sesuai pict, pesan pagi bsk udah sampai:)",5
"Gooodddd dan berfungsi dengan baik,  tq",4
Barang sesuai dgn pesanan,5
Barang oke... Sesuai iklan dan orderan. Thx,4
"TOP, Recomended Seller",5
Barang sdh sampai.. Okesiip,5
Barang dah sampai packing rapih terimakasih,4
respon cepat produk berkualitas recommended,5
Mantap respon cepat..tks,5
Sangat puas .. order lgsg di proses dan cepat pengirimannya,5
"Sesuai gambar dan deskripsi, semoga tahan lama",5
Barang sesuai ulasan...mantap,4
Mantaaappp recomend banget,5
respon CPT pengiriman juga cepet,4
"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",5
Mantapssss............,5
"Mantap makasih gannn
.......",5
respon mantap. barang bermanfaat.,5
Mantab gan................,5
Barangnya sudah sampai dan sesuai,5
Terbaiklaaaaaaaaaaaaaaah,5
"Terima kasih, barang sudah sampai dan berfungsi dengan baik",5
"kiriman sudah sampai, makasih gan",5
"Sesuai gambar, terima kasih gan",5
"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",5
Bagus .hentakan nya kenceng,5
"Pengiriman cepat, pelayanan mantap, toko paling top",5
"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended 👍👍",5
"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",5
Produk original berkualitas berfungsi baik,5
Barang sesuai dengan spesifikasi. Thanks gan,5
Barang datang sesuai pesanan,5
Barang sesuai deskripsi.... pengiriman cepat...,5
"Barang sesuai pesanan, tapi blm di coba, pengiriman cepat",4
...................................sip,5
Mkasih........................,5
sesuai harapan............................ok bagus......................mantap cuy......,5
Fast respond &amp; kualitas ok,5
"Bagus, pelayanan cepat",5
Kwalitas baik...sdh di coba.dan mudah pemakainx..thanks..,5
barang sudah di terima dengan cepat dan kondisi barang lengkap. thanks,4
"Thanks gan, good job
Next order lagi",5
barangnya mantap. yang penting mureeee,5
Bos klu beli isinya ready,5
Barang sampai dan tes ok,4
brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,5
Barang pesanan telah sampai. Pengiriman cepat. Hanya saja blm diperiksa krn sedang diluar rumah.Terima kasih.,4
brng ny sesuai dg postingan n bagus...,4
Sip barang sesuai dgn deskripsi,5
Bagusss..............,5
Ty gan....respon cepat ...recomended seller...sukses gan.....,5
Sudah diterimaaaaaaaaaaaaa,4
pking baik barang ok cuma agk lmbat pngirnnya...,5
Barang Oke...di tes nembaknya kencang....mantap laH,5
Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5
"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",5
Barangnya sesuai dengan pesanan,4
"pengiriman cepat, packing rapi",4
"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",5
Barans sesuai pesanan,5
"respon cepat, produk sesuai deskripsi dan packing rapi",5
terimakasih pengiriman cepat....................dan barang sesuai,5
biarkan bintang yang berbicara...,5
"Ok, mudah2an staples gun-nya bisa berfungsi maksimal. Trims",4
Ukuran mak tertulis di product 14mm faktanya 8mm.,3
Mantaapp.... GoodJobs......,5
Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya dan bisa. Hasil nya bagus dan rapi. Thank you.,5
Good product ..buy it pls,4
"Barangnya sudah diterima dengan baik, penanganan proses pengirimannya cepat . . . kualitas barang Ok punya . . . murah . . .",5
spek sesuwai dgn yg diiklankan.. respon cepat.. repeat order lancar teruss... mantab!!,5
barang bagus telah dicoba tp utk ekspedisi wahana kurang baek (lama)...ovel all goodjob,5
"Barang sesuai deskripsi dan gambar, smoga awet.",5
"pesan Homaster, Kenmaster yang dikirim, isi staples yg dikirim ternyata tidak cocok utk staplesnya, parrahnya lagi isinya gak ada yg jual di kota saya. nyesel beli disinu!",3
barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,5
"Mantap, barang bagus sesuai harapan",5
bagus...goooooodddddddd....,5
"maaf  baru bisa ngasih ulasan, barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting, tapi oklah !",3
"packing rapi, kuat, bagus..barang sesuai, dicoba hasil bagus...recomended sklii..top",5
Thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,4
barang sudah diterima sesuai pesanan,4
Terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus. bahkan dilengkapi pula dengan isinya. terima kasih banyak cahayabelawa,5
Pelayanannya oke... Packingnya oke.. Barangnya juga oke banget...mksh boss,5
barang sudah nyampai dengan selamat,4
mantapppppppppppppppppppp,5
"Sesuai pesanan, terina kasih",5
"steples tembak bagus,recomended",5
barangnya bagus dan cepat sampainya,5
Sangat bermanfaat. Terimakasih banyak,5
sippp..................................,5
berfungsi dengan baik....sukses selalu gan,5
barang dah sya trima dgn slamat gan  Trims,5
cakeepp ............................,5
Sesuai pesanan xxxxxxx,5
barang sudah nyampai mantapp,5
"baranh sudah di terima, Sukses buat lapaknya.",4
"pengiriman cepat , produk juga o.k terima kasih",5
Barang sudah kami terima. terima kasih,5
sesuai pesanan.pelayanan memuaskan,5
suuuuuuiiiiiiiiiiiiiippppppppppp,5
"Barang sudah sampai gan, fast respond trus barang sesuai deskripsi lah pokoknya. Mantap lah",4
"mantab
recomended
lanjutkan",5
Barang sesuai dengan deksripsi dan foto,5
barang sangat bagus kuat dan sesuai harapan,5
"barang bagus sesuai deskripsi, pengiriman cepat, packing rapih dan aman, mantapp dehhh 5 bintang utk agan",5
makasih barangnya udah sampai,5
"bagus, sesuai harapan",4
"Kualitas mantap, harga murah, pengiriman cepat. Terimakasih.",5
"brg sampe sesuai pesanan + bonusnya, mksh gan.....",5
"Barang sudah sampai, respon seller cepat, sudah dicoba dan berfungai dengan baik. terima kasih gan, sukses terus jualannya",5
barang sudah di terima..,4
Makasih gan brg dah sampe,5
"barang sesuai dgn pesanan. recommended
thx tokopedia dan cahaya belawa ,sukses terus utk keduanya",5
"tembakan nya mantap. lah....
lain kali di cek dulu gan jual isi ulang staplesnya. biar sesuai dengan tembakannya.
yg agan kirim ke saya isi ulangnya gx sesuai.
sekali tembak keluarnya 2 staples.",3
barang ok. response cepat ........................................,5
Barang sesuai yg diiklankan.. respons penjual sangat cepat. Bravo.....!!!,5
"Sudah diterima, sip. sesuai dengan deskripsi",5
"barang sudah diterima dengan baik, thanks....",5
"mantab, barang bagus...tembakan kenceng, pakai isi staples model T 15 mm masuk...
seller fast response, walaupun ada kendala sedikit, follow upnya luar biasa...
thx u bos...sukses selalu",5
Sudah sampai. Sesuai dengan pesanan. Terima kasih gan,5
"Barang sudah diterima ......... kualitas bagus, top seller",5
"Barang sudah sampai, pengiriman via gojek, terima kasih atas respon dan pelayannnya yang baik..",5
"Tampak fisik ok, tp belum sempat dicoba.",3
mantapppp gaaannnn .....................,4
mantab gan thanks..................................................................................,5
"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",5
barang ok oh iya untuk refil isi ualangx bli d toko ap ya?? trima kasih,4
barang sudah diterima dengan baik,4
respon dan pengiriman cepat banget.... paking rapi dan aman.... uda di coba dan tidak ada masalah..... sukses gan....,5
Barang telah diterima dengan selamat dan waktu pengiriman relatip singkat...pokoknya siiip dah...,5
baguuuuuuuuuuuuuuuuuusssssssss,5
Terima kasih yaaaaa barangnya sudah sampai,5
"respon cepat, barang bagusss sesuai iklan",5
trimkasih sesui pesanan mantap poll,4
makasih brng sdh aku trima dngn selamat...,5
oke barang udah sampai gan makasih ya gan,5
"Cakeeeeeeeeep,, next belanja lagi dah",5
"Termiakasih gan, barang cepet sampai dan barang bagus.",5
"trim gan, barangnya sudah sampai. barangnya okhe, daya dorongnya kencang udah saya coba.",5
"barang sdh nyampe , tks cepat responnya , tapi belum dicoba",4
bagus juga gan.  pas cobain tangan saya sampe sobek kena tancap.,5
"Thank's,,,,,,,,,,,,,,,,,  brang smpai dg baik",4
"Barang sesuai deskripsi, pengiriman cepat.",5
barang bagus sudah saya tes respon cepat thank youuuuuuuuu,5
Barangnya cepat datangnya...Barangnya juga bagus dah dicoba tembakannya kenceng..thanks tokopedia...tambah sukses,5
Cepat dan memuaskan seauai gambar,4
"biar bintang yang bicara,thank",5
"express banget dah pokoknya,barangnya mantapp",5
"Kualitas produk baik. barang sampai langsung di tes nembak kaca dan ternyata pecah. hehehe
pengiriman dan pelayanan juga baik",5
"pesanan saya sudah sampai, cepat kirimnya. dan barang sesuai deskripsi produk. terimakasih.",5
Bagus dan mempermudah tugas dengan baik,5
Mantap..sesuai deskripsi ^.^,5
terima kasih terima kasih,5
"Reksell.....👍
Proses,pengiriman cepat",5
Barang sudah sampai packing rapi barang sesuai transaksi,5
Maksih barang sampai dengan peking yabg baik.. maksih allhamdulilillah,5
mantap biar bintang berbicara,5
"Mantul puas bangt sore tf besoknya udh smpe,,barang sesuai pesanan.. Good job",5
Barang mantaapppppp...cepat n work ittt,5
Pakunya kuat. Barang asli. Sesuai dgn foto,5
superrrrrrrrrrrrrrrr,5
Mantap gan sesuai gambar dan pesanan,5
Pas mantapppppppppppppppppp,5
Fast respon fast delivery. Tapi blm dicoba bagus gaknya.,5
Recommended seller..........,5
Barang sudah di terima dengan baik. Tks,5
"barang ori, sesuai dgn deskripsi",5
"Mantab nih, barang sesuai judul, foto dn deskripsi.. 😁😁",5
Produk sesuai. Berfungsi baik. Thanks.,5
Untuk respon cukup cepat &amp; untuk pengiriman standard sesuai dengan pesanan,5
"Respon penjual cepat dan ramah, barang bagus meskipun warnanya gk hitam tpi gk papa kualitas tetep ok ....",4
Sesuai deskripsi.....,5
Barang sesuai deskripsi. Respon penjual dan pengiriman cukup cepat. Barang belum dicoba.,4
terima kasih respon cepatnya gan,5
Fast respond dan cepat sampai,5
Zipp...... ....... .....,5
pengiriman cepat.. dicoba juga sesuai ekpetasi.. terima kasih,5
Puas!barang asli krisbow.terimakasih,5
"Sesuai Pesanan, pengiriman cepat dan packingnya aman. terimakasih",5
Thanks.....dah terima..... Barang bekerja dengan baik......,5
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,5
"barang sdh sampai .
sesuai dgn gambar trimksh.",5
terima kasih barangnya sudah sampai,4
Packing Baik. Cepat Sampai. Barang Sesuai Pesanan,5
brg baguss.. cepat sampai,4
mantap gan cpt bgt kmrn trf skrng sampe padahal pke JNE reg,5
Fast respon dan cepat pengirimannya. Good seller,5
Sudah dicoba dan berfungsi dengan baik.,4
"pengiriman super cepat, jam 10.00 transfer lalu jam 13.00 barang sudah saya terima .. barang sesuai deskripsi dan gambar .. terima kasih ya .. recommended seller",5
barang sesuai dengan yg ada difoto ... mantaps,5
brang UD smpai kondisi brang ok,4
recommended lah pokoknya...,5
mantapppppppppp deh pokoknya recomen buat yg lain,5
"respon cepat, barang sesuai, paket rapi dan aman...
thanks...",5
"barang bagus, tidak ada kendala baik di pengiriman maupun di unit barangnya",5
awalnya bagus tp setelah dipakai agak lama jd kurang kencang..padahal merek krisbow.,4
"barang udh nyampe sesuai pesanan, sayang ternyata ga bisa make isi staples stationery biasa yg no.3, harus di deskripsi di tulis ukuran isi staples nya..",5
barangnya ok .......................................................,5
"produk mantap, sesuai gambar, tembakan juga kuat semoga awet, tq",5
kenceng gan. . . siiipp.......!,5
"Isi staple gun sih bagus. Krn ternyata staple gun Mollar yg saya beli di toko ini yg ga bagus. Sekali tembak, keluar 2",4
"Siip mantap, barang sudah diterima
Respon cepat ,👍",5
"Barang sesuai pesanan, packing rapih, mantapp",5
sampai dengan cepat terima kasih banyak,5
Bagus ... murah berkualitas .recomended,5
